fecha,CO,NO,NO2,NOX,O3,PM10,PM25,SO2
2023-01-01,0.6315544871794871,14.967032967032967,17.49532710280374,32.913919413919416,21.91111111111111,67.6489898989899,58.079754601227,1.4875
2023-01-02,0.3798509933774834,16.46067415730337,14.9171974522293,31.49625468164794,17.74,25.630769230769232,11.467084639498433,1.0541401273885351
2023-01-03,0.4078170144462279,16.141221374045802,18.350565428109853,34.58587786259542,20.13314447592068,28.351039260969976,11.524096385542167,1.0612903225806452
2023-01-04,0.6058563535911602,27.60753880266076,28.82725527831094,57.37694013303769,30.389351081530783,47.57270693512304,22.201704545454547,2.368715083798883
2023-01-05,0.451922480620155,18.75815738963532,24.504051863857374,43.59117082533589,26.4463768115942,48.660714285714285,22.336158192090394,3.4396135265700485
2023-01-06,0.5104680187207489,19.119230769230768,28.01948051948052,48.034615384615385,26.850852272727277,50.03981264637002,22.952112676056338,3.954911433172303
2023-01-07,0.5478052550231839,21.489563567362428,28.441412520064205,50.72865275142315,28.566906474820144,50.22727272727273,24.710227272727277,4.064205457463885
2023-01-08,0.4851468315301391,16.178368121442126,24.40128410914928,41.2011385199241,32.80835734870317,44.96916299559472,20.40223463687151,1.964686998394864
2023-01-09,0.5516366612111293,17.626984126984127,26.911666666666665,45.65873015873016,32.12316715542522,54.58008658008658,27.48870056497175,5.6341059602649
2023-01-10,0.5956944444444444,18.40127388535032,30.895495495495496,49.99787685774947,32.95133437990581,57.520920502092046,28.31283422459893,3.272727272727273
2023-01-11,0.6867168674698795,22.486187845303867,32.575899843505475,55.70349907918969,28.59180790960452,54.21489361702128,28.417989417989418,1.8796747967479677
2023-01-12,0.63778125,25.67374517374517,26.62052117263844,53.142857142857146,30.772133526850507,55.6140350877193,26.287790697674417,2.4823529411764707
2023-01-13,0.3397310126582278,6.894026974951831,21.16802610114193,28.52986512524085,32.40181268882175,39.9086859688196,15.448467966573816,4.136807817589577
2023-01-14,0.5456151419558359,19.4,30.57937806873977,50.60776699029126,27.533434650455927,49.99565217391304,22.297450424929178,6.725040916530278
2023-01-15,0.6196687697160883,17.079545454545453,29.08653846153846,47.19318181818182,40.72907153729072,55.1578947368421,25.79718309859155,2.3459016393442624
2023-01-16,0.7235,23.28265524625268,38.16883116883117,62.54389721627409,40.35506003430532,69.04033970276008,32.5,2.550094517958412
2023-01-17,0.6858695652173913,28.48757170172084,35.756058158319874,65.5793499043977,36.15568862275449,74.38839285714286,30.129943502824855,2.7951612903225804
2023-01-18,0.6487636932707356,24.660886319845854,34.18048780487805,59.91329479768786,33.639760837070256,62.49074074074074,26.557926829268293,2.029268292682927
2023-01-19,0.7233908948194663,31.520309477756285,37.24306688417618,69.81818181818181,33.760233918128655,74.97278911564626,30.692307692307693,4.3250825082508255
2023-01-20,0.723488,24.90606653620352,37.40765391014975,63.81213307240704,33.40568862275449,76.60697674418604,34.76571428571429,5.437603993344426
2023-01-21,0.5218296529968455,19.158203125,29.55592105263158,49.775390625,34.1086637298091,68.21507760532151,26.539473684210527,2.29064039408867
2023-01-22,0.4630956848030019,10.450934579439252,21.529296875,32.544392523364486,38.66782608695653,53.70155902004454,22.88684210526316,1.990234375
2023-01-23,0.3911544461778471,13.55662188099808,20.040518638573744,34.07101727447217,26.78955007256894,45.27839643652561,15.997275204359672,1.8371335504885995
2023-01-24,0.3781170886075949,16.063218390804597,20.43851132686084,36.88505747126437,25.588150289017342,41.25355450236967,13.482558139534884,1.1
2023-01-25,0.5984466019417476,27.3703007518797,28.40127388535032,56.86466165413534,31.36804564907275,57.14221218961625,22.507042253521128,2.151033386327504
2023-01-26,0.4668686868686869,18.431174089068826,25.17457627118644,44.56882591093117,24.616519174041297,55.57461024498886,21.624633431085044,6.062602965403625
2023-01-27,0.5810088495575221,21.554794520547944,30.0281425891182,52.78767123287671,25.90809968847352,54.993071593533486,21.98475609756097,6.165186500888099
2023-01-28,0.5079787234042553,20.30722891566265,27.97027972027972,49.04618473895582,29.34375,51.41943127962085,21.053097345132745,4.7288461538461535
2023-01-29,0.5128438948995363,15.759057971014492,26.778979907264297,43.09963768115942,36.32436069986541,50.58932714617169,24.165165165165167,3.5425709515859767
2023-01-30,0.6032591414944356,27.896153846153847,29.88798701298701,58.67692307692308,32.001408450704226,64.28743961352657,25.561728395061728,3.257042253521127
2023-01-31,0.6025588697017269,27.65242718446602,30.244224422442244,58.40970873786408,28.40028694404591,55.88315217391305,21.291666666666668,3.7168141592920354
2023-02-01,0.5232710280373832,14.980842911877394,27.96763754045308,43.76245210727969,32.39798850574713,57.925,26.45084745762712,6.405263157894737
2023-02-02,0.6164732142857143,23.18693284936479,31.287480680061822,55.74773139745916,34.32327586206897,57.03038674033149,21.18092105263158,2.060763888888889
2023-02-03,0.3281109185441941,5.066666666666666,19.4812734082397,24.817777777777778,28.10554561717353,49.63903743315508,18.062706270627064,5.377969762419006
2023-02-04,0.507797619047619,13.231060606060606,26.854166666666668,40.94886363636363,34.20524691358025,51.95778364116095,22.60576923076923,5.436594202898551
2023-02-05,0.4166218236173393,11.603053435114504,21.529032258064515,33.44465648854962,27.94573643410853,43.674157303370784,15.320689655172414,4.260473588342441
2023-02-06,0.451955223880597,12.434865900383144,25.09061488673139,38.29693486590038,32.55572755417957,40.35260115606936,18.05128205128205,3.92
2023-02-07,0.708139880952381,27.77586206896552,32.33980582524272,61.19348659003831,35.60493827160494,55.71176470588235,23.381410256410252,2.3369565217391304
2023-02-08,0.6286626139817629,19.075435203094777,30.46166394779772,50.43133462282398,39.76827371695179,63.196335078534034,28.226190476190474,2.3940520446096656
2023-02-09,0.4524911660777385,10.13763440860215,23.051565377532228,33.85806451612903,36.48381601362862,54.40476190476191,26.871641791044777,5.1203319502074685
